#
#   VizieR Astronomical Server vizier.u-strasbg.fr 	2012-05-21T08:21:19 [V1.88 (30-Jan-2012)]
#   (replaces the 'Astrores' format originally described at
#    http://vizier.u-strasbg.fr/doc/astrores.htx)
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#INFO	votable-version=1.88 (30-Jan-2012)	
#INFO	-ref=VIZ4fb9f6df6278	
#INFO	-out.max=9999	
#INFO	queryParameters=25	
#-oc.form=dec
#-out.max=9999
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:II/144&cat:II/145&cat:V/53A&tab:{V/53A/catalog}&cat:VII/103&cat:J/A+A/341/553&cat:J/A+A/442/381&cat:J/A+A/451/835&cat:J/A+A/466/917&cat:J/A+A/486/505&cat:J/A+AS/93/373&cat:J/A+AS/102/89&cat:J/A+AS/104/9&cat:J/A+AS/106/257&cat:J/AJ/75/167&cat:J/AJ/126/1996&cat:J/ApJ/469/629&cat:J/ApJS/199/23&key:source=brightest+star&HTTPPRM:&-ref=VIZ4fb9f6df6278&-out.max=9999&-out.form=ascii table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=dec&-out.src=V/53A/catalog&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=HR&-out=n_HR&-out=Flamsteed&-out=Const&-out=RA2000&-out=DE2000&-out=ELON&-out=ELAT&-out=Dist&-out=Vmag&-out=SpType&-out=nComp&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-out.src=V/53A/catalog
#-source=V/53A/catalog
#-order=I
#-out=HR
#-out=n_HR
#-out=Flamsteed
#-out=Const
#-out=RA2000
#-out=DE2000
#-out=ELON
#-out=ELAT
#-out=Dist
#-out=Vmag
#-out=SpType
#-out=nComp
#

#RESOURCE=yCat_5053
#Name: V/53A
#Title: Catalogue of the Brightest Stars (Ochsenbein+ 1988)
#Coosys	B2000:	eq_FK4 B2000
#Coosys	J2000:	eq_FK5 J2000
#Table	V_53A_catalog:
#Name: V/53A/catalog
#Title: The Catalogue
#Column	_RAJ2000	(F8.4)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F8.4)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	HR	(I4)	[1/9110]+ "Bright Star" catalog <V/50>	[ucd=ID_MAIN]
#Column	n_HR	(A1)	indicates that name(s) exist for this star in the file "\begin{tex}\vFile{V/53A/./names.dat}{names.dat}\end{tex}" {\em(indique l'existence de nom(s) usuels)}	[ucd=DATA_LINK]
#Column	Flamsteed	(I3)	? Flamsteed number	[ucd=ID_ALTERNATIVE]
#Column	Const	(A3)	\W{const}{/vizier/VizieR/constellations.htx}{Constellation Name} (3 characters)	[ucd=ID_CONSTEL]
#Column	RA2000	(A10)	Right Ascension 2000 (hours)	[ucd=POS_EQ_RA_MAIN]
#Column	DE2000	(A9)	Declination 2000 (degrees)	[ucd=POS_EQ_DEC_MAIN]
#Column	ELON	(F6.2)	Ecliptic longitude, J2000	[ucd=POS_EC_LON]
#Column	ELAT	(F6.2)	Ecliptic latitude, J2000	[ucd=POS_EC_LAT]
#Column	Dist	(I5)	Distance of star in light-years (5)	[ucd=PHYS_DISTANCE_TRUE]
#Column	Vmag	(F5.2)	[-1.46/5.03] Visual magnitude (magnitude visuelle)	[ucd=PHOT_JHN_V]
#Column	SpType	(a19)	MK Spectral Type	[ucd=SPECT_TYPE_MK]
#Column	nComp	(I2)	[1/13]? Number of visual components (nombre de composantes visuelles)	[ucd=NUMBER]
_RAJ2000;_DEJ2000;HR;n_HR;Flamsteed;Const;RA2000;DE2000;ELON;ELAT;Dist;Vmag;SpType;nComp
156.0327;+65.5665;4072; ;   ;   ;10 24 07.8;+65 33 59;126.21; 50.22;  326; 4.99;A0pSiSr:Hg:        ;
155.2311;-56.0434;4074; ;   ;   ;10 20 55.4;-56 02 36;192.80;-58.66; 1850; 4.50;B3IIIe             ; 3
155.5815;-41.6500;4080; ;   ;   ;10 22 19.5;-41 39 00;178.40;-47.11;  203; 4.83;K1III              ;
155.7423;-66.9017;4089; ;   ;   ;10 22 58.1;-66 54 06;211.36;-65.24;  465; 4.99;B8V                ;
156.4786;+33.7962;4090; ; 30;LMi;10 25 54.8;+33 47 46;145.41; 22.24;  217; 4.74;F0V                ;
156.5228;-16.8364;4094; ; 42;Hya;10 26 05.4;-16 50 11;165.04;-24.67;  250; 3.79;K4.5III            ;
156.9707;+36.7073;4100; ; 31;LMi;10 27 52.9;+36 42 26;144.54; 25.07;  148; 4.21;G9IIIab            ; 2
156.0989;-74.0317;4102; ;   ;   ;10 24 23.7;-74 01 54;228.08;-67.88;   53; 4.00;F2IV               ;
156.7882;-31.0678;4104; ;   ;Ant;10 27 09.1;-31 04 04;172.44;-37.43;  407; 4.25;K4III              ;
156.8519;-57.6389;4110; ;   ;   ;10 27 24.4;-57 38 20;196.20;-59.17; 5379; 4.66;A9Ia               ;
157.6565;+55.9806;4112; ; 36;UMa;10 30 37.5;+55 58 50;134.60; 42.52;   42; 4.84;F8V                ; 3
156.9698;-58.7395;4114; ;   ;   ;10 27 52.7;-58 44 22;197.85;-59.89; 1470; 3.81;F2II               ;
158.7730;+75.7129;4126; ;   ;   ;10 35 05.5;+75 42 46;116.20; 58.60;  271; 4.84;G8.5III            ;
158.3078;+40.4253;4132; ;   ;   ;10 33 13.8;+40 25 31;143.88; 28.88;  112; 4.75;A7IV               ; 2
158.2028; +9.3067;4133; ; 47;Leo;10 32 48.6;+09 18 24;156.39;  0.15; 2460; 3.85;B1Ib               ; 2
157.8411;-53.7156;4134; ;   ;   ;10 31 21.8;-53 42 56;191.94;-55.93;   72; 4.89;F6V                ; 2
157.5835;-71.9928;4138; ;   ;   ;10 30 20.0;-71 59 34;223.39;-66.84;  271; 4.75;A1V                ;
158.0060;-61.6853;4140; ;   ;   ;10 32 01.4;-61 41 07;203.06;-61.45;  543; 3.32;B4Vne              ;
157.7585;-73.2217;4142; ;   ;   ;10 31 02.0;-73 13 18;226.40;-67.20;  257; 4.93;K4-5III            ; 2
158.8969;-57.5576;4159; ;   ;   ;10 35 35.2;-57 33 27;197.57;-58.33;  489; 4.45;K3-4II             ;
159.3073;-27.4128;4162; ;   ;   ;10 37 13.7;-27 24 46;172.82;-33.17;  543; 4.89;M2III              ;
159.3882;-13.3845;4163; ;   ;   ;10 37 33.1;-13 23 04;166.29;-20.40;  543; 4.82;C5II               ;
159.6803;+31.9762;4166; ; 37;LMi;10 38 43.2;+31 58 34;148.84; 21.64;  543; 4.72;G2IIa              ;
159.3252;-48.2259;4167; ;   ;   ;10 37 18.0;-48 13 33;187.39;-51.06;   88; 3.84;F4IV+F3            ; 2
159.6457;-16.8767;4171; ;   ;Hya;10 38 34.9;-16 52 36;168.05;-23.50;  232; 4.91;G7.5IIICN-0.5      ;
158.8671;-78.6076;4174; ;   ;Cha;10 35 28.1;-78 36 27;240.42;-68.08;  465; 4.11;M0III              ;
159.6881;-59.1831;4177; ;   ;   ;10 38 45.1;-59 10 59;200.38;-59.17;  299; 4.66;K4-5III:           ; 2
159.8265;-55.6034;4180; ;   ;   ;10 39 18.3;-55 36 12;195.74;-56.57; 1567; 4.28;G2-3Ib             ; 3
160.7669;+69.0762;4181; ;   ;   ;10 43 04.0;+69 04 34;125.12; 54.11;  465; 5.00;K3III-IIIb         ;
160.5585;-64.4662;4196; ;   ;   ;10 42 14.0;-64 27 58;209.21;-62.24;  465; 4.82;B4V                ;
160.7394;-64.3945;4199; ;   ;Car;10 42 57.4;-64 23 40;209.19;-62.14;  465; 2.77;B0Vp               ;
160.8840;-60.5665;4200; ;   ;   ;10 43 32.1;-60 33 59;203.18;-59.66;  188; 4.58;K4III              ;
161.0290;-63.9612;4205; ;   ;   ;10 44 06.9;-63 57 40;208.61;-61.78;  543; 4.83;B5Vn               ;
161.6923;-49.4201;4216; ;   ;Vel;10 46 46.1;-49 25 12;190.52;-51.09;  116; 2.69;G5III+G2V          ; 2
161.7135;-64.3834;4222; ;   ;   ;10 46 51.2;-64 23 00;209.71;-61.79;  465; 4.86;B3IV               ;
162.4061;-16.1936;4232; ;   ;Hya;10 49 37.4;-16 11 37;170.37;-21.80;  141; 3.11;K2III              ;
161.4442;-80.5401;4234; ;   ;Cha;10 45 46.6;-80 32 24;245.66;-67.79;  407; 4.46;B2.5IV             ;
163.3278;+34.2148;4247; ; 46;LMi;10 53 18.6;+34 12 53;150.88; 24.93;   98; 3.83;K0III-IV           ;
163.4948;+43.1901;4248; ; 45;UMa;10 53 58.7;+43 11 24;146.52; 33.06;  271; 4.71;A1Vs               ;
163.3736;-58.8534;4257; ;   ;   ;10 53 29.6;-58 51 12;202.44;-57.57;   98; 3.78;K1III              ; 3
163.9032;+24.7498;4259; ; 54;Leo;10 55 36.7;+24 44 59;155.50; 16.50;  296; 4.50;A1V                ; 2
164.1794;-37.1378;4273; ;   ;Ant;10 56 43.0;-37 08 16;183.04;-39.82;  203; 4.60;K1III              ;
164.9436;-18.2989;4287; ;  7;Crt;10 59 46.4;-18 17 56;173.69;-22.72;  181; 4.07;K0III              ;
165.1403; +3.6175;4291; ; 58;Leo;11 00 33.6;+03 37 03;164.92; -2.52;  362; 4.84;K1IIICN-0.5        ; 2
165.0386;-42.2259;4293; ;   ;   ;11 00 09.2;-42 13 33;187.32;-43.84;  217; 4.39;A3IV               ;
165.1865; +6.1014;4294; ; 59;Leo;11 00 44.7;+06 06 05;164.01; -0.21;  155; 4.99;A5III              ; 2
165.4602;+56.3823;4295;*; 48;UMa;11 01 50.4;+56 22 56;139.43; 45.13;   79; 2.37;A1V                ;
165.4569; -2.4844;4299; ; 61;Leo;11 01 49.6;-02 29 04;167.58; -8.02;  543; 4.75;M0III              ;
165.5824;+20.1798;4300; ; 60;Leo;11 02 19.7;+20 10 47;158.85; 12.92;  125; 4.42;A1m                ;
165.9319;+61.7509;4301;*; 50;UMa;11 03 43.6;+61 45 03;135.20; 49.68;  125; 1.79;K0IIIa             ; 2
166.2544; +7.3361;4310; ; 63;Leo;11 05 01.0;+07 20 10;164.51;  1.34;   95; 4.63;F2III-IVv          ; 4
166.3332;-27.2934;4314; ;   ;Hya;11 05 19.9;-27 17 36;179.32;-30.28;  148; 4.94;F3IV               ; 2
166.6352;-62.4240;4325; ;   ;   ;11 06 32.4;-62 25 26;209.46;-58.85;  407; 4.61;G8III              ;
167.4157;+44.4984;4335; ; 52;UMa;11 09 39.7;+44 29 54;148.81; 35.54;  148; 3.01;K1III              ;
167.1473;-58.9751;4337; ;   ;   ;11 08 35.3;-58 58 30;205.13;-56.29; 4393; 3.83;G40-Ia             ;
167.9144;-22.8259;4343; ; 11;Crt;11 11 39.4;-22 49 33;178.55;-25.64;  271; 4.48;A2III              ;
168.1502;-60.3176;4352; ;   ;   ;11 12 36.0;-60 19 03;207.50;-56.88; 4196; 4.62;A6Iae              ; 2
168.5269;+20.5236;4357; ; 68;Leo;11 14 06.4;+20 31 25;161.32; 14.33;   58; 2.56;A4V                ; 3
168.5599;+15.4295;4359; ; 70;Leo;11 14 14.3;+15 25 46;163.42;  9.67;  181; 3.35;A2V                ;
168.8011;+23.0956;4362; ; 72;Leo;11 15 12.2;+23 05 44;160.48; 16.79;  866; 4.63;M3IIb              ;
169.1653; -3.6517;4368; ; 74;Leo;11 16 39.6;-03 39 06;171.48; -7.65;  203; 4.47;A7IVn              ; 2
169.5457;+31.5292;4374; ; 53;UMa;11 18 10.9;+31 31 45;157.34; 24.72;   25; 4.87;G0V                ; 3
169.5457;+31.5292;4375; ; 53;UMa;11 18 10.9;+31 31 45;157.34; 24.72;   25; 4.41;G0V                ; 3
169.6199;+33.0942;4377; ; 54;UMa;11 18 28.7;+33 05 39;156.65; 26.16;  465; 3.49;K3IIIBa0.3         ; 2
169.7828;+38.1856;4380; ; 55;UMa;11 19 07.8;+38 11 08;154.21; 30.78;  191; 4.79;A2V                ;
169.8353;-14.7786;4382; ; 12;Crt;11 19 20.4;-14 46 43;176.69;-17.57;  203; 3.56;G8III-IV           ;
170.2840; +6.0295;4386; ; 77;Leo;11 21 08.1;+06 01 46;168.71;  1.70;  217; 4.05;B9.5Vs             ;
170.2519;-54.4909;4390; ;   ;Cen;11 21 00.4;-54 29 27;202.20;-51.81;  326; 3.90;B5Vn               ; 2
170.7065;+43.4828;4392; ; 56;UMa;11 22 49.5;+43 28 58;151.97; 35.78;  543; 5.03;G7.5IIIa:Ba0.3     ;
170.8024;-36.1650;4396; ;   ;   ;11 23 12.5;-36 09 54;188.31;-36.35;  381; 5.00;K6III              ; 2
170.9811;+10.5292;4399; ; 78;Leo;11 23 55.4;+10 31 45;167.57;  6.10;   79; 3.94;F4IV               ; 2
171.1524;-10.8595;4402; ; 14;Crt;11 24 36.5;-10 51 34;176.25;-13.47;  407; 4.83;K5III              ;
171.2203;-17.6842;4405; ; 15;Crt;11 24 52.8;-17 41 03;179.23;-19.67;   85; 4.08;A5V                ; 2
171.9845; +2.8561;4418; ; 84;Leo;11 27 56.2;+02 51 22;171.51; -0.55;  418; 4.91;G8II-III           ; 4
172.5786; -3.0036;4432; ; 87;Leo;11 30 18.8;-03 00 13;174.38; -5.70;  259; 4.77;K3.5III-IIIbFe-1   ;
172.8511;+69.3312;4434; ;  1;Dra;11 31 24.2;+69 19 52;130.33; 57.24;  362; 3.85;M0IIICa-I          ;
173.2507;-31.8575;4450; ;   ;Hya;11 33 00.1;-31 51 27;187.99;-31.60;  130; 3.54;G7III              ; 2
173.6903;-54.2642;4460; ;   ;   ;11 34 45.6;-54 15 51;204.45;-50.38;  465; 4.62;B9Ve               ;
173.9453;-63.0198;4467; ;   ;Cen;11 35 46.8;-63 01 11;214.54;-56.79;  465; 3.13;B9III              ; 2
174.1703; -9.8022;4468; ; 21;Crt;11 36 40.8;-09 48 08;178.59;-11.30;  326; 4.70;B9.5Vn             ;
174.2374; -0.8239;4471; ; 91;Leo;11 36 56.9;-00 49 26;175.04; -3.05;  181; 4.30;G8.5IIICN-0.5      ; 2
175.0532;-34.7448;4494; ;   ;Hya;11 40 12.7;-34 44 41;191.17;-33.44;  543; 4.70;B9V                ;
175.2236;-62.0898;4499; ;   ;   ;11 40 53.6;-62 05 23;214.09;-55.72; 1928; 4.94;G3Ib               ;
176.1907;-18.3509;4514; ; 27;Crt;11 44 45.7;-18 21 03;184.07;-18.30;  362; 4.72;G8IIIa             ;
176.3211; +8.2584;4515; ;  2;Vir;11 45 17.0;+08 15 30;173.34;  6.11;  120; 4.85;A4V                ;
176.4649; +6.5295;4517; ;  3;Vir;11 45 51.5;+06 31 46;174.16;  4.59;  326; 4.04;M1IIIab            ;
176.5128;+47.7795;4518; ; 63;UMa;11 46 03.0;+47 46 46;153.66; 41.54;  203; 3.72;K2III              ;
176.4019;-66.7287;4520; ;   ;Mus;11 45 36.4;-66 43 43;220.99;-58.51;  130; 3.64;A7III              ; 2
176.6282;-61.1784;4522; ;   ;   ;11 46 30.7;-61 10 42;213.83;-54.60;  465; 4.10;G5Ib-II            ; 2
176.6295;-40.5003;4523; ;   ;   ;11 46 31.0;-40 30 01;195.98;-37.85;   30; 4.88;G5V                ;
176.9965;+20.2189;4527; ; 93;Leo;11 47 59.1;+20 13 08;168.97; 17.31;  232; 4.53;A7V+G5III-IVe      ; 2
177.0603;-66.8148;4530; ;   ;Mus;11 48 14.4;-66 48 53;221.44;-58.37;  465; 4.72;K4III              ;
177.2649;+14.5720;4534;*; 94;Leo;11 49 03.5;+14 34 19;171.62; 12.27;   36; 2.14;A3V                ; 4
177.4211;-63.7884;4537; ;   ;   ;11 49 41.0;-63 47 18;217.51;-56.21;  465; 4.34;B3Vne              ;
177.4848;-70.2256;4538; ;   ;   ;11 49 56.3;-70 13 32;226.86;-60.38; 1703; 4.98;G6Ib               ;
177.6736; +1.7647;4540; ;  5;Vir;11 50 41.6;+01 45 53;177.16;  0.69;   35; 3.60;F9V                ; 3
177.7840;-45.1739;4546; ;   ;   ;11 51 08.1;-45 10 26;200.05;-41.42;  465; 4.46;K3III              ;
177.9636;-65.2062;4549; ;   ;   ;11 51 51.2;-65 12 22;219.66;-57.02;  362; 4.91;B4V                ; 2
178.2274;-33.9078;4552; ;   ;Hya;11 52 54.5;-33 54 28;193.45;-31.47;  407; 4.28;B9IIIpSi           ; 2
178.4578;+53.6948;4554;*; 64;UMa;11 53 49.8;+53 41 41;150.48; 47.14;   85; 2.44;A0Ve               ;
179.9056;-78.2218;4583; ;   ;Cha;11 59 37.3;-78 13 18;242.32;-63.94;  407; 4.91;B9Vn               ; 2
180.2182; +6.6142;4589; ;  8;Vir;12 00 52.3;+06 36 51;177.56;  6.15;  362; 4.67;A5V                ; 2
180.7565;-63.3129;4599; ;   ;Cru;12 03 01.5;-63 18 46;218.78;-54.82;  232; 4.34;Am                 ; 2
181.0803;-63.1656;4603; ;   ;Cru;12 04 19.2;-63 09 56;218.79;-54.62;  442; 4.73;B2IV               ;
181.3024; +8.7331;4608; ;  9;Vir;12 05 12.5;+08 43 59;177.69;  8.52;  171; 4.12;G8IIIaCN-1Ba1CH1   ;
181.7203;-64.6137;4616; ;   ;Cru;12 06 52.8;-64 36 49;220.90;-55.46;   65; 4.15;F2III              ; 2
182.0215;-50.6612;4618; ;   ;   ;12 08 05.1;-50 39 40;207.38;-44.48;  407; 4.47;B6IIIe             ; 3
182.0899;-50.7223;4621; ;   ;Cen;12 08 21.5;-50 43 20;207.48;-44.51;  407; 2.60;B2IVne             ; 3
182.1032;-24.7289;4623; ;  1;Crv;12 08 24.7;-24 43 44;192.24;-21.75;   48; 4.02;F2III-IV           ;
182.5311;-22.6198;4630; ;  2;Crv;12 10 07.4;-22 37 11;191.67;-19.67;  326; 2.98;K2.5IIIaBa0.2:     ;
182.9132;-52.3684;4638; ;   ;Cen;12 11 39.1;-52 22 06;209.39;-45.58;  362; 3.96;B3V                ;
183.7861;-58.7490;4656; ;   ;Cru;12 15 08.6;-58 44 56;215.66;-50.42;  407; 2.79;B2IV               ;
183.8565;+57.0326;4660;*; 69;UMa;12 15 25.5;+57 01 57;151.06; 51.66;   81; 3.31;A3V                ; 3
183.9516;-17.5420;4662; ;  4;Crv;12 15 48.3;-17 32 31;190.73;-14.50;  171; 2.58;B8IIIpHgMn         ;
184.0857;+23.9453;4667; ;  7;Com;12 16 20.5;+23 56 43;173.63; 23.47;  250; 4.95;G8IIICN-0.5        ;
184.1257;+33.0614;4668; ;   ;   ;12 16 30.1;+33 03 41;169.05; 31.63;  326; 4.98;K0.5IIIb           ;
184.3928;-67.9606;4671; ;   ;Mus;12 17 34.2;-67 57 38;226.56;-57.04;  326; 4.02;M5III              ;
184.5865;-79.3120;4674; ;   ;Cha;12 18 20.7;-79 18 43;245.44;-63.59;  271; 4.26;B5Vn               ;
184.6090;-64.0031;4679; ;   ;Cru;12 18 26.1;-64 00 11;221.74;-54.16;  362; 4.05;B2.5V              ; 2
184.7491;-55.1431;4682; ;   ;   ;12 18 59.7;-55 08 35;213.00;-47.23;  407; 5.00;M1III              ; 2
184.9766; -0.6667;4689; ; 15;Vir;12 19 54.3;-00 40 00;184.83;  1.37;  250; 3.90;A2IV               ; 3
185.0874; +3.3125;4695; ; 16;Vir;12 20 20.9;+03 18 45;183.35;  5.06;  296; 4.96;K0IIIbCN-1,4143+1  ; 3
185.1791;+17.7928;4697; ; 11;Com;12 20 42.9;+17 47 34;177.42; 18.33;  362; 4.74;G8III              ; 2
185.3399;-60.4012;4700; ;   ;Cru;12 21 21.5;-60 24 04;218.28;-51.21;  232; 3.59;K3-4III            ;
185.6261;+25.8462;4707; ; 12;Com;12 22 30.2;+25 50 46;174.11; 25.79;  296; 4.81;G0III-IV+A3V       ; 3
186.0061;+51.5623;4716; ;  5;CVn;12 24 01.4;+51 33 44;157.83; 48.12;  407; 4.80;G6IIIBa0.2         ;
186.6291;-63.1226;4729; ;   ;   ;12 26 30.9;-63 07 21;221.88;-52.90;  465; 4.86;B4IV               ; 3
186.6499;-63.0990;4730;*;   ;Cru;12 26 35.9;-63 05 56;221.87;-52.88;  326; 1.58;B0.5IV             ; 3
186.6524;-63.0995;4731; ;   ;Cru;12 26 36.5;-63 05 58;221.87;-52.88;  326; 2.09;B1V                ; 3
186.6316;-51.4506;4732; ;   ;   ;12 26 31.5;-51 27 02;211.35;-43.54;  407; 4.83;B3Vn               ; 2
186.6003;+27.2681;4733; ; 14;Com;12 26 24.0;+27 16 05;174.28; 27.45;  296; 4.95;F0p                ;
186.7345;+28.2684;4737; ; 15;Com;12 26 56.2;+28 16 06;173.89; 28.40;  171; 4.36;K2IIICN+1          ;
186.7474;+26.8256;4738; ; 16;Com;12 26 59.3;+26 49 32;174.63; 27.11;  296; 4.99;A4V                ;
187.0099;-50.2309;4743; ;   ;Cen;12 28 02.3;-50 13 51;210.73;-42.39;  465; 3.91;B2V                ;
187.4661;-16.5156;4757; ;  7;Crv;12 29 51.8;-16 30 56;193.45;-12.20;   88; 2.94;B9.5V              ; 2
187.7916;-57.1131;4763; ;   ;Cru;12 31 09.9;-57 06 47;216.74;-47.83;   88; 1.63;M3.5III            ; 3
187.5278;+69.2012;4765; ;  4;Dra;12 30 06.6;+69 12 04;136.92; 61.19;  551; 4.95;M3IIIa             ;
188.1170;-72.1329;4773; ;   ;Mus;12 32 28.0;-72 07 58;234.02;-58.87;  326; 3.88;B5V                ;
188.0174;-16.1961;4775; ;  8;Crv;12 32 04.1;-16 11 46;193.81;-11.69;   60; 4.32;F2III-IV           ;
188.4357;+41.3576;4785; ;  8;CVn;12 33 44.5;+41 21 27;167.71; 40.54;   27; 4.27;G0V                ;
188.5970;-23.3967;4786; ;  9;Crv;12 34 23.2;-23 23 48;197.37;-18.04;  141; 2.64;G5II               ;
188.3707;+69.7881;4787; ;  5;Dra;12 33 28.9;+69 47 17;136.26; 61.76;  543; 3.89;B6IIIpe            ;
188.7128;+22.6292;4789; ; 23;Com;12 34 51.0;+22 37 45;178.44; 24.12;  407; 4.81;A0IV               ; 2
188.6832;+70.0218;4795; ;  6;Dra;12 34 43.9;+70 01 18;135.97; 61.98;  285; 4.94;K2III              ;
189.2961;-69.1356;4798; ;   ;Mus;12 37 11.0;-69 08 08;230.37;-56.56;  326; 2.70;B2IV-V             ; 2
189.4257;-48.5412;4802; ;   ;Cen;12 37 42.1;-48 32 28;211.33;-40.13;  135; 3.86;A2V                ;
189.8116; -7.9956;4813; ; 26;Vir;12 39 14.7;-07 59 44;192.15; -3.47;  326; 4.67;K2III-IIIbCN1      ; 4
189.9687;-39.9876;4817; ;   ;   ;12 39 52.4;-39 59 15;206.56;-32.47;  362; 4.64;B8p                ;
190.3791;-48.9595;4819; ;   ;Cen;12 41 30.9;-48 57 34;212.32;-40.16;  130; 2.17;A1IV               ; 3
190.4862;-59.6856;4823; ;   ;   ;12 41 56.6;-59 41 08;220.75;-49.07;  559; 4.94;B6IVe              ;
190.4149; -1.4494;4825; ; 29;Vir;12 41 39.5;-01 26 58;190.14;  2.79;   38; 3.65;F0V                ; 4
190.4149; -1.4494;4826; ; 29;Vir;12 41 39.5;-01 26 58;190.14;  2.79;   38; 3.68;F0V                ; 4
190.4712;+10.2356;4828; ; 30;Vir;12 41 53.0;+10 14 08;185.51; 13.54;  120; 4.88;A0V                ;
190.6474;-48.8131;4831; ;   ;   ;12 42 35.3;-48 48 47;212.42;-39.95;  191; 4.66;K0III              ;
191.4078;-60.9812;4842; ;   ;Cru;12 45 37.8;-60 58 52;222.51;-49.83;  125; 4.69;K0III              ; 2
191.5707;-68.1081;4844; ;   ;Mus;12 46 16.9;-68 06 29;230.15;-55.24;  326; 3.06;B2.5V              ; 2
191.2828;+45.4404;4846; ;   ;   ;12 45 07.8;+45 26 25;167.11; 45.10;12143; 4.87;C7I                ;
191.5945;-56.4890;4848; ;   ;   ;12 46 22.6;-56 29 20;218.71;-46.12;  407; 4.66;B3V                ; 2
191.9307;-59.6887;4853; ;   ;Cru;12 47 43.3;-59 41 19;221.65;-48.64;  362; 1.25;B0.5III            ; 3
192.6716;-33.9992;4874; ;   ;   ;12 50 41.1;-33 59 57;205.70;-26.15;  407; 4.91;A0IV               ; 2
192.9245;+27.5406;4883; ; 31;Com;12 51 41.8;+27 32 26;179.87; 30.21;  326; 4.94;G0IIIp             ;
193.2787;-48.9431;4888; ;   ;   ;12 53 06.8;-48 56 35;214.44;-39.19;  326; 4.33;K3-4III            ;
193.3591;-40.1789;4889; ;   ;   ;12 53 26.1;-40 10 44;209.38;-31.45;  155; 4.27;A7III              ;
193.3307;+21.2403;4894; ; 35;Com;12 53 19.3;+21 14 25;183.35; 24.70;  326; 4.90;G8III+F6V          ; 3
193.6632;-59.1465;4897; ;   ;Cru;12 54 39.1;-59 08 47;222.25;-47.68;  362; 4.63;B4Vne              ;
193.6487;-57.1779;4898; ;   ;Cru;12 54 35.6;-57 10 40;220.61;-46.07;  407; 4.04;B2IV-V             ; 2
193.5882; -9.5389;4902; ; 40;Vir;12 54 21.1;-09 32 20;196.20; -3.43;  465; 4.80;M3IIICa-1          ; 2
193.5074;+55.9598;4905;*; 77;UMa;12 54 01.7;+55 57 35;158.93; 54.32;   81; 1.77;A0pCr              ;
193.9007; +3.3975;4910; ; 43;Vir;12 55 36.1;+03 23 51;191.46;  8.61;  203; 3.38;M3III              ; 2
194.0070;+38.3184;4915; ; 12;CVn;12 56 01.6;+38 19 06;174.57; 40.12;  112; 2.88;A0pSiEuHg          ; 2
194.7312;+17.4092;4920; ; 36;Com;12 58 55.4;+17 24 33;186.41; 21.78;  326; 4.79;M1IIIb             ;
195.5683;-71.5490;4923; ;   ;Mus;13 02 16.3;-71 32 56;236.19;-56.78;   93; 3.62;K2III              ;
195.0687;+30.7851;4924; ; 37;Com;13 00 16.4;+30 47 06;180.09; 33.95;  251; 4.90;G9IIICH-2Fe1Ca1    ; 2
195.1824;+56.3665;4931; ; 78;UMa;13 00 43.7;+56 21 59;159.67; 55.24;   81; 4.93;F2V                ; 2
195.5441;+10.9592;4932;*; 47;Vir;13 02 10.5;+10 57 33;189.94; 16.20;  105; 2.79;G8IIIab            ; 2
195.8882;-49.5273;4933; ;   ;Cen;13 03 33.1;-49 31 38;216.72;-38.85;  232; 4.85;A0V                ;
196.5695;-48.4634;4940; ;   ;   ;13 06 16.6;-48 27 48;216.56;-37.70;  465; 4.71;B5V                ; 2
196.7274;-49.9062;4942; ;   ;Cen;13 06 54.5;-49 54 22;217.56;-38.91;  465; 4.27;B1.5V              ; 2
196.7945;+27.6248;4954; ; 41;Com;13 07 10.6;+27 37 29;183.40; 31.82;  326; 4.82;K5III              ;
197.2637;-23.1181;4958; ; 45;Hya;13 09 03.2;-23 07 05;204.84;-14.58;  232; 4.95;K1III              ;
197.4874; -5.5389;4963; ; 51;Vir;13 09 56.9;-05 32 20;198.24;  1.74;  465; 4.38;A1IVs+Am           ; 4
198.0728;-59.9209;4975; ;   ;   ;13 12 17.4;-59 55 15;225.62;-47.06;  362; 4.60;B8V                ; 4
198.0133;-37.8031;4979; ;   ;   ;13 12 03.1;-37 48 11;211.92;-27.72;   67; 4.85;G3V                ;
197.9683;+27.8781;4983; ; 43;Com;13 11 52.3;+27 52 41;184.37; 32.51;   29; 4.26;G0V                ; 2
198.5616;-59.1034;4989; ;   ;   ;13 14 14.7;-59 06 12;225.26;-46.24;   59; 4.92;F7IV               ; 2
